row,age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week,workclass,marital-status,race,Male,native-country,>50K
11994,59,239405,9,0,0,35,0,0,0,0,0,0
11995,43,43998,13,0,0,50,1,0,1,0,1,0
11996,28,408417,10,0,0,40,0,0,0,1,1,0
11997,50,43705,13,0,0,50,0,0,1,1,1,0
11998,45,176841,9,0,0,40,0,0,1,0,0,0
11999,17,120676,7,0,0,16,0,0,1,0,1,0
12000,44,207685,14,8614,0,33,1,0,1,1,1,1
12001,26,157708,10,0,0,40,0,0,1,0,1,0
12002,27,126349,10,0,0,49,0,0,1,1,1,0
12003,40,277647,10,0,0,35,0,1,1,1,1,1
12004,45,174426,14,0,0,43,0,1,1,1,1,0
12005,43,37869,13,0,1977,40,0,1,1,1,1,1
12006,28,150025,10,0,0,40,0,0,1,1,0,0
12007,54,155496,10,2176,0,40,0,0,1,0,1,0
12008,43,174748,13,7430,0,45,0,0,0,0,1,1
12009,40,140915,13,0,0,40,0,1,0,1,0,1
12010,19,187161,10,0,0,18,0,0,1,0,1,0
12011,24,181820,10,0,0,45,0,0,1,1,1,0
12012,20,438321,9,0,0,50,0,0,1,1,1,0
12013,55,342121,9,0,0,54,0,0,1,1,1,0
12014,39,135162,8,0,0,45,0,1,1,1,1,0
12015,22,289448,12,0,2205,30,0,0,0,0,0,0
12016,44,157237,11,15024,0,50,0,1,1,1,1,1
12017,30,184542,10,0,0,40,0,0,1,0,1,0
12018,74,70234,9,0,0,26,0,0,1,0,1,0
12019,30,170412,10,0,0,40,0,0,1,1,1,0
12020,31,171184,10,0,0,40,0,0,1,0,0,0
12022,59,168145,9,0,0,40,0,0,1,0,1,0
12023,24,172594,13,0,0,40,0,0,1,0,1,0
12024,21,133582,3,2176,0,36,0,0,1,1,0,0
12025,51,214840,10,0,0,48,0,1,1,1,1,1
12027,33,97723,9,0,1672,40,0,1,1,1,1,0
12028,51,318351,12,0,0,30,0,1,1,0,0,1
12029,20,69911,10,0,0,15,0,0,1,0,1,0
12030,59,200316,9,0,0,40,0,1,1,1,1,0
12031,31,265426,13,0,0,30,1,0,1,0,1,0
12032,39,66687,10,0,0,45,0,0,1,1,1,0
12033,31,107417,10,0,0,40,0,0,1,1,1,0
12036,57,144012,13,0,0,40,0,1,1,1,1,1
12038,35,228493,2,4386,0,65,0,1,1,1,0,0
12039,40,114714,16,0,0,40,1,1,0,1,0,1
12040,17,188758,7,0,0,20,0,0,1,1,1,0
12041,34,176862,13,0,0,40,0,0,1,1,1,0
12042,33,107793,9,0,0,50,1,1,1,1,1,1
12043,47,333052,13,0,0,5,0,0,1,0,1,0
12044,49,175958,13,0,0,46,0,1,1,1,1,1
12045,24,125012,13,0,0,20,0,1,0,0,1,0
12046,28,135296,10,0,0,40,0,0,1,0,1,0
12047,30,31171,10,0,1590,40,1,0,1,1,1,0
12048,31,103860,6,0,0,45,0,0,1,1,1,0
12049,40,90582,9,0,0,40,0,1,1,1,1,0
12050,46,216292,9,0,0,45,0,1,1,1,1,0
12051,54,188588,3,0,2001,35,1,0,1,1,1,0
12053,50,193720,13,0,1672,48,0,1,1,1,1,0
12054,35,218542,5,0,0,40,0,1,1,0,1,0
12055,44,138845,9,0,0,45,0,1,1,1,1,0
12056,46,86837,10,0,0,50,1,1,0,1,0,0
12057,22,125010,13,0,0,20,1,0,1,0,1,0
12058,38,50149,10,0,0,30,0,0,1,0,1,0
12059,46,241350,10,8614,0,50,0,0,1,1,1,1
12060,81,39895,4,0,0,2,0,0,1,0,1,0
12061,36,258289,9,0,0,35,0,0,1,1,1,0
12062,28,183151,9,0,0,40,0,1,1,1,1,1
12064,51,192236,10,3464,0,48,0,1,1,1,1,0
12066,45,105381,10,0,0,40,0,0,1,0,1,0
12067,40,235786,9,0,0,40,0,0,1,1,1,0
12068,44,118947,14,0,0,44,0,1,1,1,1,1
12069,35,168817,9,0,0,40,0,0,1,1,1,0
12070,34,24361,13,0,0,40,0,0,1,0,1,0
12071,25,321223,10,0,0,20,0,0,1,0,1,0
12072,66,146810,9,0,0,24,0,1,1,1,1,0
12073,30,94041,13,3325,0,35,1,0,1,1,1,0
12074,40,814850,5,0,0,20,0,0,0,0,1,0
12075,43,331649,13,0,0,45,0,1,1,1,1,0
12076,43,209894,10,0,0,38,0,0,1,0,1,0
12077,44,229954,12,0,0,40,0,0,1,0,1,0
12078,48,287547,10,0,0,40,0,0,1,0,1,0
12079,42,184018,14,0,0,45,0,1,1,1,1,1
12080,25,332409,11,0,0,40,0,1,1,1,1,1
12081,33,113364,9,0,0,40,1,1,1,1,1,0
12082,28,134813,13,0,0,65,1,0,1,1,1,1
12083,24,273049,13,0,0,42,0,0,1,1,1,0
12084,29,334277,13,0,0,45,0,0,1,1,1,0
12085,51,196395,9,0,0,60,1,1,0,1,1,1
12086,47,138069,10,0,0,40,0,1,1,1,1,0
12087,45,358259,10,0,0,50,0,0,1,1,1,0
12088,36,362067,11,0,0,40,0,0,0,0,1,0
12089,54,209947,7,0,0,42,0,1,1,1,1,0
12090,23,122244,10,0,0,40,0,0,1,0,1,0
12091,36,116546,9,0,0,40,0,1,1,1,1,0
12092,44,213934,9,2829,0,42,0,1,1,1,1,0
12093,27,24988,11,0,1564,72,1,0,1,0,1,1
12094,53,157229,12,0,0,40,0,1,0,0,0,0
12095,30,162442,10,0,0,40,0,0,1,0,1,0
12096,67,231604,9,0,0,40,1,0,1,1,1,1
12097,24,187031,14,0,0,38,0,0,0,0,1,0
12098,33,172714,11,0,0,40,0,1,1,1,1,0
12099,29,198286,13,0,0,40,0,0,1,0,1,0
12100,51,220001,13,0,0,40,0,0,1,0,1,0
12101,44,262656,9,0,0,32,0,0,0,1,1,0
12102,27,203776,7,0,0,40,0,1,1,1,1,0
12103,36,193815,10,0,0,50,0,1,1,1,1,1
12104,57,173242,13,0,0,35,1,0,1,0,1,0
12105,43,108126,9,0,1762,24,0,0,1,0,1,0
12106,62,199021,9,0,0,54,0,1,1,1,1,0
12107,53,92968,12,0,0,40,0,0,1,0,1,0
12108,44,173682,9,0,0,40,0,0,1,1,1,0
12109,44,277533,10,0,0,40,1,1,1,1,1,1
12110,22,90896,10,0,0,40,0,0,1,0,1,0
12111,57,212600,13,0,1977,40,0,1,1,1,1,1
12112,52,261671,9,0,0,40,0,1,0,1,0,0
12113,66,86321,9,0,0,22,0,0,1,1,1,0
12114,37,119992,9,0,0,99,0,1,1,1,1,0
12115,33,427812,5,0,0,40,0,1,1,1,0,0
12116,34,55849,9,7298,0,50,0,1,1,1,1,1
12117,23,271354,9,0,1902,50,0,1,1,1,1,1
12118,36,131239,9,0,0,40,0,0,1,1,1,0
12119,50,139157,14,0,0,60,1,0,1,1,1,1
12120,39,305541,9,0,0,55,1,0,1,0,1,0
12121,50,151159,11,0,0,55,0,1,1,1,1,0
12122,23,84726,12,0,0,45,0,1,1,0,0,0
12124,39,364782,10,0,0,40,1,1,1,1,1,1
12125,43,137304,13,0,0,40,0,1,0,0,1,1
12126,23,197613,13,0,0,40,0,0,1,0,1,0
12127,44,171615,15,0,0,55,0,1,1,1,1,1
12128,57,105824,7,0,0,99,0,1,1,1,1,0
12129,47,250745,9,0,0,32,1,0,1,0,1,0
12130,28,352451,4,0,0,40,0,0,0,0,1,0
12131,17,123947,7,0,0,15,0,0,1,1,1,0
12132,43,178983,14,6497,0,50,0,0,1,0,1,0
12133,47,101299,13,0,0,50,0,1,1,1,1,1
12134,53,124993,6,0,0,60,0,1,1,1,1,0
12135,26,178478,10,0,0,40,0,0,1,0,1,0
12136,46,67001,16,0,0,40,0,1,1,1,1,1
12137,20,97295,10,0,0,25,0,0,1,0,1,0
12138,48,169515,13,0,0,43,1,0,0,0,1,1
12139,49,121253,9,0,1564,40,0,0,1,0,1,1
12140,52,35546,9,0,0,40,1,1,1,1,1,0
12141,35,111635,9,0,0,40,0,1,1,1,1,0
12142,51,207419,9,0,0,60,0,0,1,1,1,0
12143,31,143083,14,0,0,40,0,1,1,0,1,1
12144,42,248094,9,0,0,50,0,1,1,1,1,0
12145,41,170685,10,0,0,46,0,0,1,1,1,0
12146,46,116143,13,0,0,40,0,1,1,1,1,0
12147,25,223426,11,0,0,65,0,0,1,1,0,1
12148,23,370548,9,0,0,27,0,1,1,1,1,0
12149,43,245525,13,0,0,38,0,1,1,1,1,0
12150,41,408229,10,0,0,15,0,0,1,1,1,0
12151,29,181434,13,7298,0,40,1,1,1,1,1,1
12152,27,213225,13,7298,0,45,0,1,1,0,0,1
12153,24,199915,13,0,0,35,0,0,1,0,1,0
12154,44,143104,10,0,0,38,1,1,1,0,1,1
12155,31,874728,9,0,0,40,0,0,0,1,1,0
12156,43,27661,10,0,0,40,0,0,1,1,1,0
12157,41,216116,9,0,0,40,1,0,0,0,1,1
12158,43,193882,10,0,0,50,0,1,1,1,1,0
12159,50,98180,10,99999,0,45,0,1,1,1,1,1
12160,70,92353,7,0,0,40,0,1,1,1,1,0
12161,78,184762,9,3471,0,50,0,1,1,1,1,0
12163,26,128777,10,0,0,40,0,0,0,0,1,0
12164,73,108098,9,0,0,32,0,0,1,0,1,0
12165,47,233511,9,0,0,40,0,0,1,1,1,0
12166,39,223792,9,0,0,40,0,1,1,1,1,1
12167,61,43904,9,0,0,40,0,0,0,1,1,0
12168,45,239864,9,0,0,40,0,0,1,1,1,0
12169,47,159075,9,0,0,40,0,0,1,1,1,0
12170,38,103474,13,0,0,20,0,0,1,0,1,0
12171,21,90896,9,0,0,40,0,0,1,0,1,0
12172,46,145290,11,0,0,40,0,1,1,1,1,1
12173,23,155818,13,0,0,40,0,0,1,0,1,0
12174,28,35864,10,0,0,70,0,1,0,1,0,1
12175,18,394954,10,0,0,40,0,0,1,0,1,0
12176,50,34637,5,0,2002,40,1,1,1,1,1,0
12177,34,38223,11,0,0,40,0,1,1,1,1,0
12178,30,352105,13,0,0,40,0,0,0,0,1,0
12179,53,291096,2,0,0,40,0,0,1,1,1,0
12180,63,144391,13,0,0,20,0,1,1,1,1,0
12181,62,44013,9,0,0,40,0,1,1,1,1,0
12182,28,134890,9,0,0,40,0,0,1,1,1,0
12183,39,497525,6,0,0,40,0,0,0,1,1,0
12184,28,195520,10,0,0,20,0,0,1,1,1,0
12185,44,35166,10,0,0,75,0,1,1,1,1,0
12186,26,180514,13,0,0,40,0,0,0,1,1,0
12187,32,262153,7,0,0,40,0,1,1,1,1,0
12188,39,91039,14,0,0,45,1,1,1,1,1,0
12190,27,125791,13,0,0,15,0,0,1,0,1,0
12191,31,337505,15,0,0,40,0,1,0,1,0,0
12192,61,258775,9,4386,0,40,0,1,1,1,1,1
12193,32,153152,6,0,2051,38,0,1,1,1,1,0
12195,24,434102,7,0,0,3,0,0,1,0,1,0
12196,39,342768,10,0,0,40,0,1,1,1,1,1
12197,29,160786,10,0,0,46,0,1,1,1,1,0
12198,52,279440,9,5178,0,40,0,1,1,1,1,1
12199,26,67240,9,0,0,35,0,0,1,1,1,0
12200,30,196963,12,0,0,15,0,0,1,0,1,0
12201,70,115239,9,0,0,30,0,1,1,1,1,0
12202,29,133937,9,0,0,30,0,0,1,1,1,0
12203,32,31714,10,4865,0,40,0,0,1,0,1,0
12204,32,347623,9,0,0,40,0,1,1,1,1,0
12205,58,174848,8,0,0,40,0,1,1,1,1,0
12206,75,106873,7,0,0,40,0,0,1,1,1,0
12207,37,49687,13,0,1980,40,0,0,1,1,1,0
12208,39,256294,9,0,0,40,0,1,0,1,1,0
12209,66,33155,9,0,0,45,1,1,1,1,1,1
12210,46,131939,9,0,0,40,0,0,1,1,1,0
12211,49,95256,13,0,0,42,1,1,1,1,1,1
12212,32,198901,6,0,0,40,0,1,1,1,1,0
12213,20,177287,9,0,0,40,0,0,1,0,1,0
12214,44,144925,10,3325,0,40,0,0,1,1,1,0
12215,42,188243,13,0,0,50,0,0,1,0,1,1
12216,34,198068,9,0,0,40,0,1,1,1,1,0
12217,37,116960,9,0,0,40,0,1,1,1,1,1
12218,22,172496,10,0,0,40,0,0,1,1,0,0
12220,33,251990,9,0,0,37,0,0,0,1,1,0
12221,54,28683,9,4386,0,41,1,1,1,1,1,1
12222,36,109133,13,0,0,50,0,1,1,1,1,1
12223,36,24504,9,0,0,40,0,0,1,0,1,0
12224,44,201495,12,0,1977,50,0,1,1,1,1,1
12225,49,187634,13,0,0,50,0,0,1,0,1,1
12226,40,77391,9,0,0,40,0,1,1,1,1,0
12227,49,36601,9,0,0,40,0,1,1,1,0,1
12228,31,197193,9,0,0,27,0,0,1,1,1,0
12229,81,184762,10,0,0,25,0,1,1,1,0,0
12230,40,200671,9,0,0,40,0,0,0,1,1,0
12231,47,186539,10,0,0,10,0,1,1,1,1,0
12232,39,199816,9,0,0,50,0,1,1,1,1,1
12233,42,171351,9,0,0,40,0,1,1,1,1,0
12234,29,119793,4,0,0,40,0,1,1,1,0,1
12235,40,38876,9,0,0,48,1,1,1,1,1,0
12236,28,145242,13,4386,0,20,0,1,1,0,1,1
12238,32,217251,11,0,0,43,1,0,1,0,1,0
12239,35,195253,10,0,0,60,0,1,1,1,1,0
12241,52,145072,14,0,0,40,1,0,1,0,1,0
12242,17,108085,8,0,0,24,0,0,1,0,1,0
12243,23,72055,9,0,0,40,0,0,1,0,1,0
12244,76,82628,4,0,0,45,0,1,1,1,1,0
12245,41,49156,16,0,0,30,0,0,1,1,1,0
12246,46,187666,9,0,0,55,0,0,1,0,1,0
12247,49,225456,13,0,0,60,0,1,1,1,1,1
12248,60,286253,9,0,0,40,1,1,1,1,1,0
12250,62,190384,9,0,0,37,0,0,0,0,1,0
12251,46,362835,12,0,0,40,1,1,1,1,0,1
12252,50,243322,9,0,0,45,0,1,1,1,1,0
12253,39,49105,11,594,0,40,0,0,1,0,1,0
12254,20,72520,10,0,0,30,0,0,1,1,1,0
12255,38,200352,13,0,0,50,0,1,1,1,1,0
12256,56,146660,9,0,0,10,0,0,1,1,1,0
12257,30,247328,11,0,0,40,0,0,1,1,0,0
12258,41,304605,9,0,0,40,0,1,1,1,0,1
12259,29,309778,13,0,0,40,0,0,1,1,1,0
12260,43,248476,13,0,0,60,0,1,1,1,1,0
12261,28,129624,13,0,0,45,0,1,1,1,0,0
12262,30,97723,9,0,0,35,0,1,1,1,1,1
12263,19,143404,9,0,0,30,0,0,1,1,1,0
12264,56,127264,10,0,0,34,0,1,1,1,1,0
12265,28,179191,9,0,0,35,0,1,1,1,1,0
12266,23,230824,13,0,0,35,0,0,1,1,1,0
12267,34,410615,12,0,0,60,0,1,1,1,1,1
12268,43,224998,13,0,1977,40,0,1,0,1,1,1
12269,60,54553,9,0,0,20,0,1,1,1,1,0
12270,43,225165,10,0,0,40,1,1,1,1,1,0
12271,60,75257,9,0,0,40,0,1,1,0,1,0
12272,42,33155,9,0,0,85,0,1,1,1,1,0
12273,32,450141,10,0,1408,40,1,0,1,1,1,0
12274,31,441949,10,0,0,40,0,1,1,1,0,1
12275,25,131341,9,0,0,36,0,0,1,1,0,0
12276,25,227548,8,3103,0,40,0,1,0,1,1,0
12277,41,38876,12,0,1977,50,0,1,1,1,1,1
12278,26,143756,10,0,0,40,0,0,1,1,1,0
12279,45,308275,13,7688,0,65,1,1,0,1,1,1
12280,35,173586,9,0,0,45,0,1,1,1,1,1
12281,21,196074,5,0,0,40,0,0,1,1,1,0
12282,39,178877,9,0,0,40,1,1,1,1,1,1
12283,22,285580,13,0,0,45,0,0,1,1,1,0
12284,66,219220,13,2290,0,40,0,1,1,1,0,0
12285,32,228696,10,0,0,40,1,0,1,1,0,0
12286,39,185405,6,0,0,40,0,1,1,1,1,0
12287,41,240124,10,0,0,50,0,1,1,1,1,0
12289,31,329172,10,0,0,40,0,0,1,0,1,0
12290,27,147280,7,0,0,40,0,0,0,1,1,0
12291,34,197252,13,0,0,45,0,1,1,1,1,1
12292,43,118544,14,0,0,50,1,1,1,1,1,1
12293,56,183169,9,0,0,35,0,0,1,0,1,0
12294,34,205810,9,0,1672,40,0,1,0,0,1,0
12295,23,132556,9,0,0,40,0,0,1,1,1,0
12296,29,438429,9,0,0,40,0,0,1,0,1,0
12297,34,104293,12,0,0,40,0,0,1,0,1,0
12298,37,506830,13,0,0,40,0,0,0,0,1,0
12299,42,56072,12,0,0,45,0,1,1,1,1,1
12300,51,164300,9,0,0,40,1,0,1,0,0,0
12301,34,274577,9,0,0,40,0,0,0,0,1,0
12302,60,36568,5,0,0,70,0,1,1,1,1,0
12303,41,223548,9,0,0,40,0,0,1,1,0,0
12304,27,478277,13,0,0,40,1,1,0,1,1,0
12305,46,254672,10,2354,0,40,0,0,1,0,1,0
12306,22,171538,9,0,0,35,0,0,1,0,1,0
12308,18,87135,7,0,0,15,0,0,1,1,1,0
12309,46,138626,9,0,0,40,0,1,1,1,1,1
12310,40,179069,13,0,0,30,0,0,1,1,1,0
12311,24,88824,13,0,0,40,0,0,1,1,1,0
12312,28,159623,10,0,0,30,0,0,1,1,1,0
12314,53,276369,9,0,0,99,0,1,1,1,1,0
12315,25,96862,10,0,0,65,0,0,1,0,1,0
12316,18,245486,9,0,0,20,0,0,1,0,1,0
12317,64,209899,10,0,0,35,1,1,1,1,1,0
12318,45,306122,13,0,0,44,0,0,0,0,1,1
12319,32,240763,7,0,0,45,0,0,0,1,1,0
12320,30,323069,9,0,0,30,0,0,1,0,1,0
12321,35,179579,9,0,0,45,0,1,1,1,1,0
12323,19,291181,9,0,0,28,0,0,1,0,0,0
12324,31,356823,13,10520,0,40,0,0,1,0,1,1
12325,39,312271,10,0,0,60,0,1,1,1,1,0
12326,33,182714,13,0,0,40,0,0,1,0,1,0
12327,25,184569,9,0,0,45,0,0,1,1,1,0
12328,55,129762,9,0,0,40,0,0,1,0,0,0
12329,23,216867,9,0,0,40,0,0,1,1,1,0
12330,45,155489,10,0,0,65,0,1,1,1,1,0
12331,42,256179,10,0,0,48,0,1,0,0,1,1
12332,65,51063,6,0,0,64,0,0,0,1,1,0
12333,37,164898,13,0,0,40,1,1,1,1,1,1
12334,28,202206,9,0,0,50,0,1,1,1,0,0
12335,48,115358,4,0,0,15,0,1,0,0,1,0
12336,43,343068,14,0,0,65,1,0,1,0,1,0
12337,44,152908,9,0,0,40,0,0,1,0,1,0
12338,58,217802,14,7688,0,45,1,1,0,1,1,1
12339,70,380498,13,0,0,30,0,0,1,0,1,0
12340,28,257124,14,0,0,55,1,0,1,1,1,0
12341,46,313635,15,4650,0,40,1,0,0,1,1,0
12342,33,168906,10,0,0,55,0,0,1,0,1,0
12343,35,99146,13,0,0,50,1,1,1,1,1,0
12344,18,190325,7,0,0,40,0,0,1,1,1,0
12345,29,272715,6,0,0,30,0,0,1,0,1,0
12346,29,118598,9,0,0,40,0,0,0,0,1,0
12347,59,97213,9,0,0,40,0,1,1,1,1,1
12348,29,39388,9,0,0,40,0,1,1,1,1,0
12349,22,190916,7,0,0,25,0,0,1,0,1,0
12350,34,61308,9,0,0,45,0,1,1,1,1,0
12351,30,27856,9,0,0,40,0,1,1,0,1,0
12352,54,151580,10,0,1902,40,1,1,1,1,1,1
12353,38,248011,7,0,0,55,0,0,1,1,1,0
12354,44,188615,9,0,0,60,0,1,1,1,1,1
12355,30,62932,9,0,0,60,0,0,1,1,1,0
12356,28,32510,9,0,0,15,0,1,1,0,1,0
12358,57,250873,9,0,0,40,1,1,1,1,1,0
12359,38,257942,9,0,0,60,0,0,1,1,1,0
12360,43,334141,4,0,0,40,0,0,0,0,1,0
12362,34,87535,16,0,0,40,0,0,1,0,1,0
12363,46,222011,10,0,0,50,0,0,1,1,1,0
12364,44,33895,9,0,0,40,0,0,1,0,1,0
12365,23,168997,10,0,0,40,0,0,1,1,1,0
12366,50,163576,14,0,0,50,1,0,1,0,1,1
12367,72,98035,4,0,0,20,0,1,1,1,1,0
12369,24,245361,9,0,0,40,0,0,1,1,1,0
12372,75,124256,10,0,2149,35,0,1,1,1,1,0
12374,60,197060,9,0,0,30,0,1,1,1,1,0
12375,18,332125,9,2176,0,25,0,0,1,1,1,0
12376,19,348867,9,0,0,15,0,0,0,0,1,0
12377,31,118584,10,0,0,40,0,0,1,0,1,0
12378,36,110622,13,0,0,8,0,0,0,0,0,0
12379,24,43535,13,0,0,32,0,0,1,0,1,0
12380,62,84784,9,0,1741,40,0,0,1,1,1,0
12381,25,266600,9,3137,0,40,0,1,0,1,1,0
12382,28,106935,13,0,0,50,0,1,1,1,1,1
12383,56,265518,10,0,0,45,0,1,1,1,1,0
12384,38,289653,11,0,0,40,0,0,1,1,1,0
12386,41,56651,8,0,0,40,0,1,1,1,1,0
12387,33,374833,2,0,0,40,0,1,1,1,0,0
12388,38,210198,9,0,0,30,0,0,1,0,1,0
12389,44,240448,9,0,0,20,0,0,1,0,1,0
12390,20,206869,10,0,0,30,0,0,1,0,1,0
12391,72,149689,15,20051,0,48,0,1,1,1,1,1
12392,72,75594,10,2653,0,40,0,1,1,1,1,0
12393,37,110331,15,0,0,60,0,1,1,0,1,1
12394,54,353787,10,0,0,40,0,1,1,1,1,1
12395,48,142909,9,0,0,40,0,1,1,1,1,0
12396,40,54102,10,0,0,20,0,0,1,0,1,0
12399,35,415500,9,0,0,40,0,1,0,1,1,0
12400,41,79586,13,0,0,60,0,1,0,1,0,1
12401,52,142757,10,0,0,56,0,1,0,1,1,1
12402,37,91716,9,0,0,75,0,0,1,1,1,0
12403,22,376393,9,0,0,30,0,1,1,0,1,0
12404,59,129762,10,0,0,40,0,0,1,0,0,0
12405,34,293017,10,0,0,40,0,0,0,0,1,0
12406,42,54583,13,0,0,30,0,0,1,0,1,0
12407,21,54472,9,0,0,40,0,0,1,0,1,0
12409,40,109217,7,0,0,45,0,1,1,1,0,0
12410,32,189265,13,0,0,40,0,0,1,0,1,0
12411,32,221680,13,0,0,40,0,0,1,1,1,0
12412,46,200947,9,0,0,35,0,1,1,1,0,0
12413,21,402136,10,0,0,20,0,0,1,0,1,0
12415,47,136258,10,0,0,30,0,0,1,1,1,0
12416,53,35459,10,0,0,47,0,1,1,1,1,1
12417,31,157640,13,7688,0,55,0,1,1,1,1,1
12418,39,181384,12,0,0,20,0,0,1,1,1,0
12419,50,81253,9,0,0,30,0,1,0,0,1,0
12420,21,152668,10,0,0,35,0,0,1,1,1,0
12423,39,106964,14,0,1977,55,0,1,1,1,1,1
12425,20,218068,10,0,0,23,0,0,1,1,1,0
12426,33,162572,9,0,0,60,0,0,1,1,1,0
12427,74,160009,12,0,0,30,0,1,1,1,1,1
12428,25,164488,10,0,0,40,0,0,1,1,1,0
12430,31,119033,9,0,0,50,0,0,1,1,1,0
12431,27,311446,10,0,0,60,0,0,1,0,0,0
12432,31,128065,7,0,0,55,0,1,1,1,1,1
12433,48,101016,14,0,0,40,0,0,1,0,1,0
12434,73,33493,9,0,0,3,0,0,1,0,1,0
12436,30,284826,9,0,0,50,0,1,1,1,1,0
12437,53,169112,13,0,0,40,0,1,1,1,0,1
12438,37,362006,9,0,0,40,1,1,1,0,1,1
12439,19,124906,10,0,1719,25,0,0,1,0,1,0
12440,53,229247,8,5013,0,45,0,1,1,1,1,0
12441,59,170993,15,13550,0,40,0,0,1,1,1,1
12442,39,157641,13,0,0,40,0,0,1,0,1,0
12443,23,224632,13,0,0,38,0,0,0,0,1,0
12444,26,159732,13,0,2205,43,0,0,1,1,1,0
12445,56,221801,10,0,0,40,0,1,1,1,1,0
12446,90,347074,10,0,1944,12,0,0,1,0,1,0
12447,35,143059,9,0,1902,28,0,1,1,0,1,1
12448,23,37072,9,0,0,40,0,1,1,1,1,0
12449,52,137815,5,0,0,40,0,0,1,1,1,0
12450,43,594194,9,0,0,40,1,1,0,1,1,1
12451,41,284716,9,0,0,15,0,0,1,0,1,0
12452,39,202662,10,0,0,40,0,0,1,1,1,0
12453,56,191754,14,0,0,50,1,1,1,1,1,1
12454,31,175985,10,0,0,50,0,0,1,0,1,0
12456,37,51198,10,0,0,45,0,1,1,1,1,0
12457,26,384276,10,0,0,60,0,1,1,1,1,1
12458,46,368355,13,0,0,60,0,1,1,1,1,1
12459,20,221661,6,0,0,30,0,0,1,0,0,0
12460,51,108435,13,0,0,40,0,1,1,1,1,1
12462,42,209547,10,5178,0,40,0,1,1,1,1,1
12463,29,197565,9,0,1902,35,0,1,1,0,1,1
12464,62,180418,8,0,0,40,0,0,1,1,1,0
12465,35,45880,13,0,0,40,0,1,1,1,1,0
12466,52,203953,9,0,0,40,1,1,1,1,0,1
12467,64,178748,2,0,0,40,0,1,1,1,0,0
12468,28,203171,11,0,0,55,0,0,1,1,1,0
12469,71,132057,13,9386,0,50,0,1,0,1,1,1
12470,33,40142,9,0,0,56,1,1,1,1,1,0
12471,36,224541,4,0,0,40,0,1,1,1,0,0
12472,67,221252,14,0,0,40,0,0,0,1,1,0
12473,26,133766,7,0,0,35,0,1,1,1,1,0
12474,41,244945,10,0,0,65,0,1,1,1,1,1
12475,35,171393,9,0,0,50,0,1,1,1,1,0
12476,63,326903,2,0,0,25,0,1,1,1,1,0
12477,27,91257,9,0,0,40,0,1,1,1,0,0
12478,41,118001,7,0,0,40,0,0,0,1,1,0
12479,30,168906,10,0,0,44,0,0,1,0,1,0
12480,27,267912,6,0,0,40,0,0,1,1,0,0
12481,55,327406,10,0,0,65,0,0,1,1,1,1
12482,25,141876,13,0,0,40,0,0,1,1,1,0
12483,33,185177,9,0,0,40,0,0,1,1,1,0
12484,35,191807,11,0,0,40,0,1,1,1,1,0
12485,39,114942,10,0,0,43,0,1,1,1,1,1
12486,32,204470,10,0,0,99,0,1,1,1,1,1
12487,50,195844,16,13550,0,50,0,0,1,1,1,1
12488,39,184659,9,0,0,40,0,1,1,1,1,0
12489,39,224466,10,0,0,24,0,0,0,1,1,0
12490,46,149551,9,5013,0,50,1,1,1,1,1,0
12491,53,113522,9,0,0,40,0,1,1,1,1,0
12492,68,116993,15,0,0,60,0,0,1,1,1,1
12493,45,277434,10,0,0,50,0,0,1,1,1,0
12494,42,167948,16,0,0,40,0,1,0,1,0,1
12495,67,273239,13,0,0,50,0,1,1,1,1,1
12496,74,322789,6,0,1411,40,0,1,1,1,1,0
12497,20,240517,10,0,0,20,1,0,1,0,1,0
12498,52,230112,14,0,0,40,1,1,1,1,1,1
12499,21,211385,7,0,0,25,1,0,0,1,1,0
12500,33,109282,4,0,0,40,0,0,1,1,1,0
12501,32,367904,6,0,0,40,0,0,1,0,0,0
12502,43,34278,10,0,0,35,0,1,1,1,1,0
12503,67,221281,9,0,0,15,0,0,1,0,1,0
12504,39,179671,6,0,0,40,0,1,1,1,1,0
12506,27,152951,9,0,0,40,0,0,1,1,1,0
12507,30,315203,4,0,0,30,0,0,1,0,0,0
12508,44,117728,11,0,0,40,0,1,1,1,1,1
12509,23,192017,11,0,0,40,0,0,1,1,1,0
12511,42,120837,9,0,0,50,0,0,1,1,1,0
12512,39,289430,3,0,0,50,0,1,1,1,0,0
12513,44,304175,13,0,0,40,0,0,1,1,1,1
12514,52,251841,14,0,0,50,1,0,1,0,1,0
12515,17,33611,7,0,0,40,0,0,1,1,1,0
12516,44,38122,9,0,0,45,0,0,1,1,1,0
12517,23,72143,13,0,0,40,0,0,1,0,1,0
12518,52,385183,13,0,0,40,1,1,1,1,1,1
12519,58,37345,9,0,0,40,0,1,1,1,1,0
12520,31,290964,11,0,0,38,0,1,1,0,1,1
12521,26,52839,10,0,0,40,0,0,1,1,1,0
12522,33,134737,9,2829,0,70,0,1,1,1,1,0
12523,21,55465,6,0,0,40,0,0,1,1,1,0
12524,48,377401,10,0,0,40,0,0,1,1,1,1
12525,21,323497,9,0,0,36,0,0,0,1,1,0
12526,21,334693,10,0,0,50,0,0,1,0,1,0
12527,41,163215,15,0,0,60,0,0,1,0,1,1
12528,54,178530,13,0,0,60,0,1,1,1,1,1
